Lenguage,Text,texto_tokenizado
nl,"carriÃ¨re beÃ«indigde bij Galatasaray. Zijn vroegere clubs zijn FenerbahÃ§e, Istanbulspor en BeÅiktaÅ. Hij maakt ook","['carria""re', 'bea<<indigde', 'bij', 'galatasaray', 'zijn', 'vroegere', 'club', 'zijn', 'fenerbahaSSe', 'istanbulspor', 'en', 'beaiktaa', 'hij', 'maakt', 'ook']"
nl,"deel uit van het Turks voetbalelftal, waarmee hij in 2002 aan de wereldbeker deelnam. AÅÄ±k","['deel', 'uit', 'van', 'het', 'turk', 'voetbalelftal', 'waarmee', 'hij', 'in', 'aan', 'de', 'wereldbeker', 'deelnam', 'aaa+-k']"
nl,maakte zijn interlanddebuut op 27 oktober 1993 in de wedstrijd Turkije-Polen. Marcellis was een,"['maakte', 'zijn', 'interlanddebuut', 'op', 'oktober', 'in', 'de', 'wedstrijd', 'turkije-polen', 'marcellis', 'wa', 'een']"
nl,zoon van de schrijnwerker Pierre Marcellis en van Marie Boon. Hij trouwde met JosÃ©phine Regnier.,"['zoon', 'van', 'de', 'schrijnwerker', 'pierre', 'marcellis', 'en', 'van', 'marie', 'boon', 'hij', 'trouwde', 'met', 'josa(c)phine', 'regnier']"
nl,"Er zijn in zijn leven verschillende fasen te onderkennen, die aantonen hoe hij kon evolueren","['er', 'zijn', 'in', 'zijn', 'leven', 'verschillende', 'fasen', 'te', 'onderkennen', 'die', 'aantonen', 'hoe', 'hij', 'kon', 'evolueren']"
nl,"in heel verschillende richtingen. Na de humaniora aan het atheneum van Brussel, promoveerde hij","['in', 'heel', 'verschillende', 'richtingen', 'na', 'de', 'humaniora', 'aan', 'het', 'atheneum', 'van', 'brussel', 'promoveerde', 'hij']"
en,"Darlingia ferruginea, commonly known as the brown silky oak, is a rainforest tree of the","['darlingia', 'ferruginea', 'commonly', 'known', 'the', 'brown', 'silky', 'oak', 'is', 'rainforest', 'tree', 'of', 'the']"
en,family Proteaceae from Northern Queensland. Queensland botanist John Frederick Bailey described Darlingia ferruginea in 1899.,"['family', 'proteaceae', 'from', 'northern', 'queensland', 'queensland', 'botanist', 'john', 'frederick', 'bailey', 'described', 'darlingia', 'ferruginea', 'in']"
en,"Darlingia ferruginea grows as a tall tree in its native rainforest habitat, forming part of","['darlingia', 'ferruginea', 'grows', 'tall', 'tree', 'in', 'it', 'native', 'rainforest', 'habitat', 'forming', 'part', 'of']"
en,"the canopy and reaching 30 m (100 ft) in height, though likely to only grow a third","['the', 'canopy', 'and', 'reaching', 'ft', 'in', 'height', 'though', 'likely', 'to', 'only', 'grow', 'third']"
en,this size in cultivation. The trunk is not buttressed. The initial leaves are entire but,"['this', 'size', 'in', 'cultivation', 'the', 'trunk', 'is', 'not', 'buttressed', 'the', 'initial', 'leaf', 'are', 'entire', 'but']"
en,"juvenile leaves are lobed, reaching 70 cm (28 in) long he leaf veins and undersurface","['juvenile', 'leaf', 'are', 'lobed', 'reaching', 'cm', 'in', 'long', 'he', 'leaf', 'vein', 'and', 'undersurface']"
nl,"Hij was vooral als dichter actief. Zijn gedichten, van het epische genre, werden goed ontvangen","['hij', 'wa', 'vooral', 'al', 'dichter', 'actief', 'zijn', 'gedichten', 'van', 'het', 'epische', 'genre', 'werden', 'goed', 'ontvangen']"
nl,in de literaire tijdschriften. Hij produceerde over de jaren heel wat dichtwerk.,"['in', 'de', 'literaire', 'tijdschriften', 'hij', 'produceerde', 'over', 'de', 'jaren', 'heel', 'wat', 'dichtwerk']"
nl,Naar aanleiding van de Belgische revolutie begon hij zich aan politiek te interesseren. Hij werd redacteur,"['naar', 'aanleiding', 'van', 'de', 'belgische', 'revolutie', 'begon', 'hij', 'zich', 'aan', 'politiek', 'te', 'interesseren', 'hij', 'werd', 'redacteur']"
nl,bij de liberaal-unionistische krant Le Politique en bleef er drie jaar actief.,"['bij', 'de', 'liberaal-unionistische', 'krant', 'le', 'politique', 'en', 'bleef', 'er', 'drie', 'jaar', 'actief']"
nl,Hij wilde zich laten verkiezen als parlementslid en dat lukte niet te goed. In 1832,"['hij', 'wilde', 'zich', 'laten', 'verkiezen', 'al', 'parlementslid', 'en', 'dat', 'lukte', 'niet', 'te', 'goed', 'in']"
nl,Marcellis kondigde zich aan als katholiek-unionist en verloor bij de volgende verkiezingen van de,"['marcellis', 'kondigde', 'zich', 'aan', 'al', 'katholiek-unionist', 'en', 'verloor', 'bij', 'de', 'volgende', 'verkiezingen', 'van', 'de']"
nl,"Het werd in 1858 door brand vernield en toen Marcellis een nieuw ontwerp indiende, dat","['het', 'werd', 'in', 'door', 'brand', 'vernield', 'en', 'toen', 'marcellis', 'een', 'nieuw', 'ontwerp', 'indiende', 'dat']"
nl,"door de adviescommissie met vijf stemmen tegen een als beste werd uitgekozen, besliste het","['door', 'de', 'adviescommissie', 'met', 'vijf', 'stemmen', 'tegen', 'een', 'al', 'beste', 'werd', 'uitgekozen', 'besliste', 'het']"
nl,"stadsbestuur om een niet nader gespecificeerde reden, het tweede ontwerp, van de hand van architect","['stadsbestuur', 'om', 'een', 'niet', 'nader', 'gespecificeerde', 'reden', 'het', 'tweede', 'ontwerp', 'van', 'de', 'hand', 'van', 'architect']"
en,"McPherson was born and grew up in Golders Green, North London. She was the only","['mcpherson', 'wa', 'born', 'and', 'grew', 'up', 'in', 'golders', 'green', 'north', 'london', 'she', 'wa', 'the', 'only']"
en,"child of Sadie and Max Egelnick, a tailor. Both parents were secular Jewish Communists","['child', 'of', 'sadie', 'and', 'max', 'egelnick', 'tailor', 'both', 'parent', 'were', 'secular', 'jewish', 'communist']"
en,from Eastern European immigrant families. McPherson was a good student at Copthall County Grammar School,"['from', 'eastern', 'european', 'immigrant', 'family', 'mcpherson', 'wa', 'good', 'student', 'at', 'copthall', 'county', 'grammar', 'school']"
en,in Mill Hill but found it difficult to get a place to study medicine owing,"['in', 'mill', 'hill', 'but', 'found', 'it', 'difficult', 'to', 'get', 'place', 'to', 'study', 'medicine', 'owing']"
en,"to her political background and gender. However, she was offered a place at St George's","['to', 'her', 'political', 'background', 'and', 'gender', 'however', 'she', 'wa', 'offered', 'place', 'at', 'st', 'george']"
en,"Hospital Medical School where she excelled in her studies and busied herself with social, political","['hospital', 'medical', 'school', 'where', 'she', 'excelled', 'in', 'her', 'study', 'and', 'busied', 'herself', 'with', 'social', 'political']"
en,"and academic activities. Throughout McPherson's career she aimed to communicate to the public about medicine,","['and', 'academic', 'activity', 'throughout', 'mcpherson', 'career', 'she', 'aimed', 'to', 'communicate', 'to', 'the', 'public', 'about', 'medicine']"
nl,RNW Media is een Nederlandse niet-gouvernementele organisatie in Hilversum die zich richt op jongeren,"['rnw', 'medium', 'is', 'een', 'nederlandse', 'niet-gouvernementele', 'organisatie', 'in', 'hilversum', 'die', 'zich', 'richt', 'op', 'jongeren']"
nl,en jongvolwassenen in landen waar de vrijheid van meningsvorming en meningsuiting beperkt is Het gaat,"['en', 'jongvolwassenen', 'in', 'landen', 'waar', 'de', 'vrijheid', 'van', 'meningsvorming', 'en', 'meningsuiting', 'beperkt', 'is', 'het', 'gaat']"
nl,om landen in Sub-Saharisch Afrika en de Arabische wereld. De organisatie heeft ook een,"['om', 'landen', 'in', 'sub-saharisch', 'afrika', 'en', 'de', 'arabische', 'wereld', 'de', 'organisatie', 'heeft', 'ook', 'een']"
nl,"trainingscentrum, RNTC dat internationale mediatrainingen verzorgt. De redacties werken nauw samen met lokale mediapartners","['trainingscentrum', 'rntc', 'dat', 'internationale', 'mediatrainingen', 'verzorgt', 'de', 'redacties', 'werken', 'nauw', 'saman', 'met', 'lokale', 'mediapartners']"
nl,"en maken artikelen, reportages en interviews in het Engels, Frans, Arabisch en Chinees.","['en', 'maken', 'artikelen', 'reportage', 'en', 'interview', 'in', 'het', 'engels', 'frans', 'arabisch', 'en', 'chinees']"
en,"He was bred by Felicity English Springer Spaniels of Fairfax Station, Virginia. James, a symmetrically","['he', 'wa', 'bred', 'by', 'felicity', 'english', 'springer', 'spaniel', 'of', 'fairfax', 'station', 'virginia', 'james', 'symmetrically']"
en,"balanced liver and white dog, was born June 8, 2000. He was owned by Terri","['balanced', 'liver', 'and', 'white', 'dog', 'wa', 'born', 'june', 'he', 'wa', 'owned', 'by', 'terri']"
nl,is een station aan de Kalininsko-Solntsevskaja-lijn van de Moskouse metro. Het station is op 30,"['is', 'een', 'station', 'aan', 'de', 'kalininsko-solntsevskaja-lijn', 'van', 'de', 'moskouse', 'metro', 'het', 'station', 'is', 'op']"
nl,augustus 2018 geopend als het voorlopig zuidelijke eindpunt van de Solntsevskaja-radius.Het is de bedoeling,"['augustus', 'geopend', 'al', 'het', 'voorlopig', 'zuidelijke', 'eindpunt', 'van', 'de', 'solntsevskaja-radius', 'het', 'is', 'de', 'bedoeling']"
nl,Het station ligt aan de noordkant van de Borovskoje Sjosse ter hoogte van het dorp,"['het', 'station', 'ligt', 'aan', 'de', 'noordkant', 'van', 'de', 'borovskoje', 'sjosse', 'ter', 'hoogte', 'van', 'het', 'dorp']"
nl,Rasskazovka en de nieuwbouwwijk van Peredelkino. De twee ondergrondse verdeelhallen liggen aan weerszijden van de,"['rasskazovka', 'en', 'de', 'nieuwbouwwijk', 'van', 'peredelkino', 'de', 'twee', 'ondergrondse', 'verdeelhallen', 'liggen', 'aan', 'weerszijden', 'van', 'de']"
nl,Het station is een ondiep gelegen zuilenstation waarin de vormgevers de art-deco stijl hebben,"['het', 'station', 'is', 'een', 'ondiep', 'gelegen', 'zuilenstation', 'waarin', 'de', 'vormgevers', 'de', 'art-deco', 'stijl', 'hebben']"
nl,gecombineerd met een leeszaal van de openbare bibliotheek. 23 januari 2015: Tunnelboormachine Natalia begint in,"['gecombineerd', 'met', 'een', 'leeszaal', 'van', 'de', 'openbare', 'bibliotheek', 'januari', 'tunnelboormachine', 'natalia', 'begint', 'in']"
nl,Ramenki met het boren van de eerste tunnelbuis richting Rasskazovka. Het verhaal gaat over het,"['ramenki', 'met', 'het', 'boren', 'van', 'de', 'eerste', 'tunnelbuis', 'richting', 'rasskazovka', 'het', 'verhaal', 'gaat', 'over', 'het']"
nl,"leven en de belevenissen van Nicholas Nickleby, een jonge man die in het levensonderhoud moet voorzien van zijn moeder en zus, nadat zijn vader is overleden","['leven', 'en', 'de', 'belevenissen', 'van', 'nicholas', 'nickleby', 'een', 'jonge', 'man', 'die', 'in', 'het', 'levensonderhoud', 'moet', 'voorzien', 'van', 'zijn', 'moeder', 'en', 'zu', 'nadat', 'zijn', 'vader', 'is', 'overleden']"
en,"A native of Dallas, Texas, Martin's mother started him on piano lessons when he was","['native', 'of', 'dallas', 'texas', 'martin', 'mother', 'started', 'him', 'on', 'piano', 'lesson', 'when', 'he', 'wa']"
en,"only four years old, learning classical music and jazz. Through his church, he also learned gospel music.","['only', 'four', 'year', 'old', 'learning', 'classical', 'music', 'and', 'jazz', 'through', 'his', 'church', 'he', 'also', 'learned', 'gospel', 'music']"
en,He attended Dallas' Booker T. Washington High School for the Performing and Visual Arts before,"['he', 'attended', 'dallas', 'booker', 'washington', 'high', 'school', 'for', 'the', 'performing', 'and', 'visual', 'art', 'before']"
en,attending Weatherford College and the University of North Texas. Martin began working with Gospel music,"['attending', 'weatherford', 'college', 'and', 'the', 'university', 'of', 'north', 'texas', 'martin', 'began', 'working', 'with', 'gospel', 'music']"
en,superstar Kirk Franklin while still in high school. He earned a Bachelor of Applied Arts,"['superstar', 'kirk', 'franklin', 'while', 'still', 'in', 'high', 'school', 'he', 'earned', 'bachelor', 'of', 'applied', 'art']"
en,"and Sciences degree from North Texas. While still a student at North Texas, he was","['and', 'science', 'degree', 'from', 'north', 'texas', 'while', 'still', 'student', 'at', 'north', 'texas', 'he', 'wa']"
en,involved in the production and recording of Erykah Badu's hit album Mama's Gun. 7 Summers,"['involved', 'in', 'the', 'production', 'and', 'recording', 'of', 'erykah', 'badu', 'hit', 'album', 'mama', 'gun', 'summer']"
nl,tweede grootste Chinese krant en de grootste commerciÃ«le Chinese krant in Europa. In Nederland en,"['tweede', 'grootste', 'chinese', 'krant', 'en', 'de', 'grootste', 'commercia<<le', 'chinese', 'krant', 'in', 'europa', 'in', 'nederland', 'en']"
nl,vele andere Europese landen kan men de Sing Tao Daily European edition kopen bij grote,"['vele', 'andere', 'europese', 'landen', 'kan', 'men', 'de', 'sing', 'tao', 'daily', 'european', 'edition', 'kopen', 'bij', 'grote']"
nl,boekwinkels en tabakszaken. De Sing Tao-kranten bestaan uit verschillende edities. Op zaterdag heeft de Europese,"['boekwinkels', 'en', 'tabakszaken', 'de', 'sing', 'tao-kranten', 'bestaan', 'uit', 'verschillende', 'edities', 'op', 'zaterdag', 'heeft', 'de', 'europese']"
nl,"editie sommige winkels het ""Weekend pakket"", dat bestaat uit een Sing Tao Daily European edition","['editie', 'sommige', 'winkels', 'het', 'weekend', 'pakket', 'dat', 'bestaat', 'uit', 'een', 'sing', 'tao', 'daily', 'european', 'edition']"
nl,"en het Chinese tijdschrift East Week. Er is een Hongkongse, Australische, Amerikaanse, West-Canadese, Oost-Canadese en","['en', 'het', 'chinese', 'tijdschrift', 'east', 'week', 'er', 'is', 'een', 'hongkongse', 'australische', 'amerikaanse', 'west-canadese', 'oost-canadese', 'en']"
nl,een Europese editie. De Europese editie verschijnt zes keer per week en heeft zo'n 80.000,"['een', 'europese', 'editie', 'de', 'europese', 'editie', 'verschijnt', 'keer', 'per', 'week', 'en', 'heeft', 'zo']"
en,"Cleve danced ballet for 14 years, and studied under Per Aabel and Lowe Krohn. She","['cleve', 'danced', 'ballet', 'for', 'year', 'and', 'studied', 'under', 'per', 'aabel', 'and', 'lowe', 'krohn', 'she']"
en,"performed together with Sonja Henie at Centralteatret on spectacle, as well as at the National","['performed', 'together', 'with', 'sonja', 'henie', 'at', 'centralteatret', 'on', 'spectacle', 'well', 'at', 'the', 'national']"
en,Theatre (Oslo) for the royals. At the age of 21 she got the Ruud-scholarship for,"['theatre', 'oslo', 'for', 'the', 'royal', 'at', 'the', 'age', 'of', 'she', 'got', 'the', 'ruud-scholarship', 'for']"
en,"4 years in a row, and studied singing in Vienna. Later she was engaged for","['year', 'in', 'row', 'and', 'studied', 'singing', 'in', 'vienna', 'later', 'she', 'wa', 'engaged', 'for']"
en,six weeks at the Cairo Opera House as part of the Vienna State Opera. Cleve,"['six', 'week', 'at', 'the', 'cairo', 'opera', 'house', 'part', 'of', 'the', 'vienna', 'state', 'opera', 'cleve']"
en,was awarded the Leharmedaljen by Franz LehÃ¡r personally. She was engaged for three years by,"['wa', 'awarded', 'the', 'leharmedaljen', 'by', 'franz', 'leha!r', 'personally', 'she', 'wa', 'engaged', 'for', 'three', 'year', 'by']"
en,"the Nuremberg Opera, until the outbreak of 2nd world war. She was a member of","['the', 'nuremberg', 'opera', 'until', 'the', 'outbreak', 'of', 'nd', 'world', 'war', 'she', 'wa', 'member', 'of']"
en,"Tono since she was 19 years old, and have as composer released 15 piano pieces","['tono', 'since', 'she', 'wa', 'year', 'old', 'and', 'have', 'composer', 'released', 'piano', 'piece']"
en,"and 2 pieces for Janitsjar Orchestra, as well as 14 pieces for orchestra. Her music","['and', 'piece', 'for', 'janitsjar', 'orchestra', 'well', 'piece', 'for', 'orchestra', 'her', 'music']"
nl,Monstrilla fosshageni is een eenoogkreeftjessoort uit de familie van de Monstrillidae. De wetenschappelijke naam van,"['monstrilla', 'fosshageni', 'is', 'een', 'eenoogkreeftjessoort', 'uit', 'de', 'familie', 'van', 'de', 'monstrillidae', 'de', 'wetenschappelijke', 'naam', 'van']"
nl,de soort is voor het eerst geldig gepubliceerd in 2001 door Suarez Morales & Dias.,"['de', 'soort', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'suarez', 'morale', 'dia']"
nl,Khisa is een dorp in het district Kgalagadi in Botswana. De plaats telt 383 inwoners,"['khisa', 'is', 'een', 'dorp', 'in', 'het', 'district', 'kgalagadi', 'in', 'botswana', 'de', 'plaats', 'telt', 'inwoners']"
nl,Ageneiosus militaris is een straalvinnige vissensoort uit de familie van de houtmeervallen (Auchenipteridae). De wetenschappelijke,"['ageneiosus', 'militaris', 'is', 'een', 'straalvinnige', 'vissensoort', 'uit', 'de', 'familie', 'van', 'de', 'houtmeervallen', 'auchenipteridae', 'de', 'wetenschappelijke']"
nl,naam van de soort is voor het eerst geldig gepubliceerd in 1835 door Valenciennes. Dead,"['naam', 'van', 'de', 'soort', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'valenciennes', 'dead']"
nl,Rising 2 is een sandboxspel gemaakt door Capcom in samenwerking met Blue Castle Games. Het,"['rising', 'is', 'een', 'sandboxspel', 'gemaakt', 'door', 'capcom', 'in', 'samenwerking', 'met', 'blue', 'castle', 'game', 'het']"
nl,"spel kwam in Noord-Amerika uit op 28 september 2010, in Japan op 30 september 2010","['spel', 'kwam', 'in', 'noord-amerika', 'uit', 'op', 'september', 'in', 'japan', 'op', 'september']"
nl,en in Europa op 24 september 2010 voor de PlayStation 3 en de Xbox 360.,"['en', 'in', 'europa', 'op', 'september', 'voor', 'de', 'playstation', 'en', 'de', 'xbox']"
nl,Het kwam uit voor Windows op 28 september 2010. Het hoofdpersonage in dit spel is,"['het', 'kwam', 'uit', 'voor', 'window', 'op', 'september', 'het', 'hoofdpersonage', 'in', 'dit', 'spel', 'is']"
